Pants on Fire!,"""Texas law enforcement officer fatally shot upon arriving for work by 3 Muslim refugee.""",Bloggers,none,29,99,19,16,302
Mostly False,"""When public schools face increased competition, they get better and kids learn more.""",Jeb Bush,Republican,18,5,17,23,2
True,"Says Milwaukee County Sheriff David A. Clarke Jr. has said Black Lives Matter ""is a terrorist movement, a hate group and calls it, Black LIES Matter.""",Sheriff David Clarke for U.S. Senate,none,0,0,0,0,0
Mostly False,"The Keystone XL pipeline ""doesn’t even have any oil for America.""",Kirsten Gillibrand,Democrat,3,0,2,5,0
False,"A United Airlines passenger forcibly removed from an airplane ""was in his seat, he has every right to stay there.""",Andrew Napolitano,none,4,1,2,0,3
Half-True,"El Paso is the ""safest city in the state of Texas, safest city in the United States.""",Beto O'Rourke,Democrat,2,1,6,4,0
Half-True,"""As chairman of the Fulton board of commissioners, I turned a $100 million deficit into a balanced budget.""",Karen Handel,none,3,1,5,3,1
True,"Says a Texas Senate committee considering ""private school voucher"" legislation randomly called people to testify regardless of when the people submitted requests to testify.",Sara Stevenson,None,1,0,0,0,0
Mostly True,"""Here are some of the things that are more popular than Congress: hemorrhoids, Nickelback, traffic jams, cockroaches, root canals, colonoscopies, herpes. Even herpes, they couldn’t beat herpes in the polls.""",Arnold Schwarzenegger,Republican,0,0,0,2,0
Pants on Fire!,"Says President Barack Obama ""tax audit exposes MILLIONS in offshore accounts stolen from taxpayers.""",Bloggers,none,29,99,19,16,302
Mostly True,"""Every day, four North Carolinians die from a medication or drug overdose.""",Greg Murphy,Republican,0,0,0,1,0
Half-True,"""Wisconsin’s economy is in the best shape it’s been since 2000.""",Scott Walker,Republican,39,41,38,44,11
Mostly False,"Says Al Jazeera, ""a mouthpiece for terrorists, has been paying Jon Ossoff thousands of dollars. ... What is he hiding?""",Congressional Leadership Fund,none,3,4,2,2,0
Pants on Fire!,"Said Vin Diesel declared his love of Rockford, Ill., after locals provided him car help and hospitality.",Bloggers,none,29,99,19,16,302
Mostly True,"Says Florida has ""the second-lowest taxes, per capita, state taxes of any state in the country.""",Rick Scott,Republican,32,28,39,36,8
Pants on Fire!,"Says Ohio Gov. John Kasich said, ""If a woman is not intelligent enough to keep her legs closed, how can we entrust the abortion decision to her?""",Bloggers,none,29,99,19,16,302
Mostly False,"""For too long, Obamacare has caused high premiums and dismal coverage. ... Under Obamacare premiums in job-based coverage have increased by $3,775""",Vicky Hartzler,Republican,3,0,3,1,0
Pants on Fire!,"There were ""76 deaths in three years"" at the Buffalo Psychiatric Center",Michael Kearns,Democrat,0,0,0,0,1
False,"The Obama administration’s 2013 Syria proposal ""had no clear objective,"" while Trump’s Syria strike ""had a clear strategic objective.""",Marco Rubio,Republican,36,26,32,38,5
Pants on Fire!,"""Evangelical leader says those who oppose Trump could be ‘punished’ with gay child.""",Bloggers,none,29,99,19,16,302
Half-True,"""In 2014, Mexico alone received over $24 billion in remittances sent from the U.S., while other South and Central American countries received over 15 percent of their (gross domestic product) in the form of remittances.""",Mike Rogers,Republican,1,1,2,2,1
Half-True,"Says small businesses ""make up 98.9 percent of all businesses in the state and employ nearly half of the state's private sector workforce"" and ""almost never receive a penny of government money.""",Richard Corcoran,Republican,2,2,5,1,0
Pants on Fire!,"Says Adolf Hitler ""didn't even sink to the level of using chemical weapons. ... He was not using the gas on his own people the same way that (Bashar al-)Assad is doing.""",Sean Spicer,none,2,2,1,2,3
False,"Says ""2 moms, 5 kids killed in car crash"" in a nearby county.",CountyNewsroom.info,none,0,1,0,0,0
False,"""Data shows that vehicle break-in is the No. 1 crime in the city, but also the No. 1 crime in the South Side Flats, and it’s closely followed by assault.""",Bruce Kraus,Democrat,0,1,0,0,0
False,"California will have the ""highest gas tax in the nation"" once its 12 cent gas tax hike goes into effect.",Jim Patterson,Republican,2,1,0,0,0
True,"""More than 20 million people are at risk of dying from starvation within 6 months in 4 nations.""",Joseph Crowley,Democrat,0,0,1,0,0
Half-True,"""We’ve seen more filibusters on judicial nominees by the Republicans under President Obama than we saw in the whole history of the United States Senate.""",Ben Cardin,Democrat,1,0,1,0,0
Mostly False,Two options for a new train station site in Buffalo are at Canalside,Brian Higgins,Democrat,1,1,0,0,0
Mostly False,"""Seven out of ten doctors are not taking any new Medicaid patients as lower reimbursement rates make it cost-prohibitive.""",Donna Campbell,Republican,1,1,0,2,0
False,"""There is no legal basis"" for Donald Trump's ""missile strike against Syrian military assets.""",Mark Pocan,Democrat,2,5,4,8,0
True,"House Bill 991 ""could lead to the opening of as many as 2,000 new liquor stores.""",Wendell Young,Labor leader,0,0,0,0,0
Pants on Fire!,"""Two liberal Democrat congressmen arrested for planning Trump’s assassination.""",Bloggers,none,29,99,19,16,302
False,"""Since 2012,"" city of Austin ""property taxes have gone up almost 30 percent while incomes have only risen 4 percent.""",Ellen Troxclair,None,0,1,0,0,1
True,"""75 percent of the town boards in Wisconsin have no women on them at all.""",Erin Forrest,none,0,0,0,0,0
False,"""It is unusual"" for a White House official like former National Security Adviser Susan Rice to make unmasking requests.",Tom Cotton,Republican,5,5,2,4,1
False,"""The EPA director under Obama said the Clean Power Initiative would have no effect on man-made CO2 emissions. That's what she said. Go look it up.""",Rick Santorum,Republican,12,17,14,7,5
Half-True,"""Over the past 25 years, job growth in right-to-work states has been twice as high as in non-right-to-work states. ... The facts are just so clear that this is going to lead to more jobs and higher pay for the people of Missouri.""",Eric Greitens,Republican,4,1,6,3,0
Pants on Fire!,"""Police find 19 white female bodies in freezers with ‘Black Lives Matter’ carved into skin.""",Bloggers,none,29,99,19,16,302
True,"""There are no federal or state laws that say prosecutors must seek death sentences. And the United States Supreme Court has banned all state laws that make executions mandatory for murders.""",Randolph Bracy,Democrat,0,0,0,1,0
True,"Says President Donald Trump ""had a different opinion"" in 2013 than he does now about whether (Barack) Obama should have intervened in Syria after Obama's red line was crossed.",Greta Van Susteren,none,0,1,0,1,0
False,"""The United States Department of Education has introduced an Islamic indoctrination program for the public schools, called ‘Access Islam.’ """,Volusia County Republican Party,Republican,0,1,0,0,0
Pants on Fire!,"""Finally, I will continue to fight against Republicans like Martina White, who like Trump, wants to deport all of our hard working immigrant brothers and sisters and white wash America.""",Brian Sims,Democrat,0,0,0,0,2
Mostly False,"Says Tammy Baldwin ""supported legislation allowing citizens to withhold funding for our troops.""",Restoration PAC,none,2,0,0,0,1
False,"Says North Carolina's replacement for HB2 ""orders NC cities to discriminate against LGBT people until at least 2020 and unfair ‘bathroom bans’ remain.""",Caitlyn Jenner,Activist,0,1,0,0,0
Pants on Fire!,"""Doctors who discovered cancer enzymes in vaccines all found murdered.""",Bloggers,none,29,99,19,16,302
True,"""Afghanistan has more hectares (of opium poppies) planted today than they had before we started this war.""",Ted Yoho,Republican,1,1,0,0,0
Mostly True,"California’s Central Valley and Inland Empire ""are experiencing tremendous job growth.""",Jerry Brown,Democrat,0,0,3,6,0
Pants on Fire!,"""Autopsy results from Vince Foster’s exhumed body — Cause of death to be changed!""",Bloggers,none,29,99,19,16,302
Mostly True,"""Apprehension rates at the southern border have plummeted since the 1980s, and apprehensions of Mexicans specifically have reached their lowest point in nearly half a century.""","John Conyers, Jr.",Democrat,0,0,0,1,0
Half-True,"""I've got five years of experience as a national security staffer in the U.S. Congress.""",Jon Ossoff,Democrat,0,0,2,2,0
Mostly True,"Of ""30,000 individuals arrested a year for crimes that are 16 or 17, over 95 percent of them do not result in a criminal conviction. Only 1.5 percent of them ultimately go to state prison.""",Patrick Gallivan,Republican,0,0,0,1,0
Pants on Fire!,"""Muslims get their way--Illinois will permit wearing burqas in driving licenses photos""",Bloggers,none,29,99,19,16,302
Pants on Fire!,"""NBC just fired Megyn Kelly before her new show begins.""",Bloggers,none,29,99,19,16,302
False,"Says ""Georgia becomes first state to ban Muslim culture in historic move to restore Western values.""",Bloggers,none,29,99,19,16,302
Pants on Fire!,"""Colorado Rockies baseball team to sell marijuana brownies at their concession stands.""",EmpireSports.co,none,0,0,0,0,1
Pants on Fire!,"Says extras are needed to portray aliens in a Star Wars movie being shot near Rosenberg, Texas.",Bloggers,none,29,99,19,16,302
Mostly False,"""Florida Sheriff: Blacks should learn to act like white people in order to stay alive.""",Bloggers,none,29,99,19,16,302
False,"Government orders South African firm ""to lay off 3,389 white employees.""",Bloggers,none,29,99,19,16,302
Pants on Fire!,"""BREAKING: Nancy Pelosi Was Just Taken From Her Office In Handcuffs""",Bloggers,none,29,99,19,16,302
Pants on Fire!,"""New regulation requires motorcycle owners to install 75 MPH governor by January 2017""",Bloggers,none,29,99,19,16,302
Pants on Fire!,"""A New York man has allegedly infected 240 people with the HIV virus by sleeping with men and women.""",Bloggers,none,29,99,19,16,302
Pants on Fire!,"""The Notebook is finally getting a sequel. Producers of the upcoming film confirmed .... that filming will begin in Jacksonville, North Carolina this summer.""",Bloggers,none,29,99,19,16,302
Pants on Fire!,"""President Trump just told Paul Ryan, ‘You’re fired.’""",Bloggers,none,29,99,19,16,302
False,"Says former Sen. Rick Santorum said, ""Sometimes pregnancy is God’s way of comforting rape victims.""",Bloggers,none,29,99,19,16,302
Mostly False,"""There are about as many members of the Armed Forces marching bands as there are American diplomats.""",Nicholas Burns,none,1,0,1,0,0
Mostly False,"Says there is a ""traditional 60-vote threshold for confirming Supreme Court nominees.""",Maggie Hassan,Democrat,2,2,2,4,0
False,"""...the earth moves closer to the sun every year – you know the rotation of the earth. We’re moving closer to the sun.""",Scott Wagner,Republican,1,2,1,0,0
False,"A study of where teachers apply to work found that ""less than 5 percent wanted to work in rural Wisconsin.""",Tony Evers,Democrat,7,5,2,4,1
True,"In New York state, ""you cannot charge an older person even one dollar more than a younger person"" for health insurance.",Chris Collins,Republican,1,4,0,1,0
Pants on Fire!,"""Ken Starr’s plane just disappeared on his way to D.C. to testify against Hillary (Clinton).""",Bloggers,none,29,99,19,16,302
False,"""It’s been proven over and over again Medicaid has the worst outcomes in the industrialized world as far as the quality of health care.""",Ted Yoho,Republican,1,1,0,0,0
Mostly True,"""215 members of Congress just voted to let your ISP spy on what type of underwear you buy and sell that data to advertisers.""",Fight for the Future,none,0,0,1,1,0
Mostly True,"""Governor Rauner has called every year for eliminating funding for afterschool programs for at-risk youth, homeless prevention services and programs that help autistic children.""",Jacqueline Collins,Democrat,0,0,0,0,0
Mostly False,"About a third of Wisconsin’s high schools ""are missing the mark of graduating young adults who are college ready,"" a ""pass rate of 66.6%.""",Lowell Holtz,None,1,0,0,1,0
Mostly False,"""Just last May, the Department of Justice inspector general found that these (‘sanctuary city’) policies also violate federal law.""",Jeff Sessions,Republican,10,4,6,2,0
Mostly True,"Says if a Florida bill (HB 697) punishing sanctuary cities becomes law ""it will be the only law of its kind in the nation.""",Carlos Guillermo Smith,Democrat,0,0,0,2,0
Mostly True,"""Global food demand is expected to increase by 50 to 97 percent by 2050.""",Sean Spicer,none,2,2,1,2,3
Mostly True,"""As an undocumented immigrant, you do have constitutional rights here in the United States.""",Florida Immigrant Coalition,None,0,0,0,1,0
True,"""2.1 million jobs have been created in the last six or seven years"" in California",Jerry Brown,Democrat,0,0,3,6,0
Mostly True,"Texas ""spent close to a third of its budget on Medicaid last year, a third of all state spending.""",John Cornyn,Republican,6,3,5,4,1
Mostly False," 
""K-12 education is getting more money this year than they did last year. ... It is a total increase of 4.1 percent.""",Eric Greitens,Republican,4,1,6,3,0
False,"""Immigrants are responsible for 96 percent of our small biz growth since 2000.""",Jim Kenney,Democrat,1,1,1,1,0
Mostly True,Says Florida officials amended a contract from Lockheed Martin from 305 promised jobs to six.,Richard Corcoran,Republican,2,2,5,1,0
False,"Obamacare ""is in a death spiral.""",Hugh Hewitt,none,1,2,1,0,0
False,"""Somebody observed this week that you have to go back to the very founding of the government to the first administration of George Washington to find a time when it’s taken longer to put a Cabinet in place.""",Roy Blunt,Republican,2,2,2,2,1
Half-True,"""We have counties where there have been one arrest under the SAFE Act. It indicates there's not a whole lot of interest in enforcing this in our upstate counties.""",Marc Butler,Republican,0,0,1,0,0
Pants on Fire!,"""We offer a tremendous amount of low calorie, no calorie options, like waters, unsweetened products, low calorie diet items. All of which unfortunately are taxed by this tax.""",Ax The Bev Tax,None,0,0,0,0,1
True,"""More than half of Planned Parenthood facilities are in rural or medically underserved areas.""",Carolyn Maloney,Democrat,0,0,0,0,0
Half-True,"""Under the Republican health care repeal proposal North Carolina faces the 2nd highest premium increase in the nation. North Carolina residents will face an average cost increase of over $7,500.""",David Price,Democrat,0,0,1,1,0
Mostly True,"""Our minority graduation rate went from levels below Milwaukee and Madison, to above 80%"" when I was Beloit school superintendent.",Lowell Holtz,None,1,0,0,1,0
Mostly True,"""The vast majority of marketplace enrollees have experienced no average premium hike at all.""",Barack Obama,Democrat,69,71,161,165,9
True,"""South Florida ranks No. 1 in the gap between wages and housing.""",Habitat for Humanity of Broward,None,0,0,0,0,0
Pants on Fire!,"Says ""Snoop Dogg arrested for conspiracy after talking about his ‘murder Trump’ video.""",Bloggers,none,29,99,19,16,302
Mostly False,"Said Adolf Hitler and Donald Trump have both described deportations as ""a military operation.""",Brendan Reilly,None,1,0,0,0,0
True,"The GOP’s Obamacare replacement would reduce subsidies that help lower-income people buy health insurance, but also ""expand the entitlement"" by giving subsidies to higher-income people ""that Obamacare never helped.""",Ron Johnson,Republican,16,7,12,13,1
Pants on Fire!,"Says ""(Barack) Obama’s mother-in-law charged with larceny and fraud.""",Bloggers,none,29,99,19,16,302
False,"Says Paul Manafort ""played a very limited role"" in the Trump presidential campaign.",Sean Spicer,none,2,2,1,2,3
Mostly True,"""In year No. 1, 14 million Americans lose coverage,"" according to the CBO.",Chris Murphy,Democrat,3,0,0,2,0
Mostly True,"Wealthy foreigners can obtain visas through a special program, but only a small number ""invest in true high-unemployment areas. Almost every other EB-5 project uses gerrymandering to qualify as distressed.""",Patrick Leahy,Democrat,0,0,1,1,0
Half-True,"Under ""Trumpcare,"" the Republican replacement for Obamacare, ""$600 billion worth of tax breaks will go to the wealthiest in this country.""",Mark Pocan,Democrat,2,5,4,8,0
Pants on Fire!,"Says U.S. Health and Human Services Secretary Tom Price said, ""It’s better for our budget if cancer patients die more quickly.""",Bloggers,none,29,99,19,16,302
Mostly False,"""There's no demonstrable evidence they (after-school programs that feed kids) are helping kids do better at school.""",Mick Mulvaney,Republican,5,0,2,0,0
Mostly True,"""USAID put $8 billion up and attracted more than $45 billion in a public-private partnership called Power Africa.""",David Perdue,Republican,5,1,5,8,1
Mostly False,"Says Airbnb ""decreases real estate values and increases costs for workforce housing.""",Philip Levine,Democrat,3,0,0,0,0
Half-True,"""In recent years ... the Obama administration was committed to the notion, against all evidence, that we could reset relations with Putin.""",Devin Nunes,Republican,0,1,2,0,0
Half-True,"""Roughly one-fourth of rural Missourians are unable to purchase high-speed internet, which puts them at a disadvantage in everything from education to entertainment to health care.""",Vicky Hartzler,Republican,3,0,3,1,0
False,"""I remember years ago looking at a CBO report that in 1964 predicted that Medicare would cost $9 billion 10 years later. And I think it was already over $100 billion at that point.""",Jack Kingston,Republican,3,2,4,3,0
True,"Small businesses ""create two out of every three American jobs.""",Claire McCaskill,Democrat,5,5,3,1,0
Mostly False,"The proposed state budget contains ""an additional tax cut for the middle class.""",Andrew Cuomo,Democrat,5,3,5,2,0
True,"""The average margin of victory in the House of Representatives was 37%"" for Democrats and Republicans in the 2016 election.",Arnold Schwarzenegger,Republican,0,0,0,2,0
Mostly True,"Wisconsin is ""the most -- if not Number 1, number 2 -- gerrymandered state in the country"" for state legislative boundaries.",Dave Hansen,Democrat,0,1,0,1,0
True,"""Texas legislators have filed voucher proposals in every legislative session since 1995, but all of them have failed to become law.""",The Coalition for Public Schools,none,0,0,0,0,0
Mostly False,"Says Republican legislators in North Carolina raised the average teacher's pay ""by more than 15 percent in just three years.""",Phil Berger,Republican,3,1,1,0,0
False,"""Experts estimate that 40 percent of gun sales occur in no-questions-asked transactions that often take place at gun shows or on the Internet.""",Hannah Willard,None,0,1,0,0,0
Mostly True,"""There’s not one public study, and by public study I mean a study available to the public, that has looked at using the product Kaput to poison feral hogs.""",Will Herring,None,0,0,0,1,0
Mostly True,"""The past (Obama) administration was the first administration that never had a whole year of 3 percent growth.""",Peter Roskam,Republican,0,0,0,2,2
Half-True,"""2009-2010, let's remember, hundreds of Republican amendments were adopted in the ACA.""",Luis Gutierrez,Democrat,0,0,3,3,0
Mostly False,"""What has happened since 2005? We’ve seen violent crime continuously go down"" due to Florida's ""stand your ground"" law.",Dennis Baxley,Republican,1,0,1,0,0
Full Flop,On whether or not the Philadelphia DA's office will recommend the possibility of parole for all juvenile lifers.,Seth Williams,Democrat,0,0,0,0,0
Mostly True,"Blue Cross Blue Shield ended ""2016 open enrollment with 1 million members in the Florida marketplace.""",Kathleen Sebelius,Democrat,1,0,1,4,1
Mostly True,"""Unlawful presence (in the United States) is not a crime.""",Florida Conference of Catholic Bishops,None,1,0,0,1,0
Mostly True,"""A woman working full-time is paid 79 to 80 cents for every dollar a man is paid, and it's even less for women of color, and on average $11,000 per year is lost simply because she isn't a man.""",Patricia Farley,Democrat,0,0,0,1,0
Mostly True,"""Currently, half a million Floridians have Alzheimer’s disease, and in less than 10 years, a 40 percent growth rate means that another 200,000 Floridians will develop this devastating illness.""",Rosemary Laird,None,0,0,0,1,0
Mostly False,"The House Republican health care ""plan doesn't get rid of Medicaid expansion.""",Mick Mulvaney,Republican,5,0,2,0,0
Pants on Fire!,"He’s only there for one purpose and one purpose only, and that is to run a shadow government that is gonna totally upset the new agenda.",Mike Kelly,Republican,0,0,0,0,1
Half-True,"""According to the FBI, Mexican drug cartels are working with 100,000 street gang members in Chicago alone.""",Wayne LaPierre,none,3,1,4,1,0
Mostly False,"Says President Donald Trump's travel ban could ban Somalis ""from getting relief (from famine) through coming to the United States.""",Keith Ellison,Democrat,1,1,0,1,0
Pants on Fire!,"""Babysitter on crystal meth eats 3-month-old baby.""",Bloggers,none,29,99,19,16,302
Pants on Fire!,"""FBI issues Warrant For Obama’s Arrest After Confirming Illegal Trump Tower Wiretap.""",Bloggers,none,29,99,19,16,302
Half Flip,"ShopRite will lose about 300 employees ""voluntarily and through layoffs"" due to the beverage tax.",Jeffrey Brown,None,0,0,0,0,0
Mostly False,"""‘TrumpCare’ would allow insurance execs to personally make millions off your health care.""",Tammy Baldwin,Democrat,12,6,11,12,0
False,"""The number of individuals who actually got coverage through the exchange who didn't have coverage before, or who weren't eligible for Medicaid before is relatively small. So we've turned things upside down completely for 3 million, or 4 million, or 5 million individuals.""",Tom Price,Republican,2,3,6,5,0
Half-True,"""If the CBO was right about Obamacare to begin with, there'd be 8 million more people on Obamacare today than there actually are. … Sometimes we ask them to do stuff that they're not capable of doing.""",Mick Mulvaney,Republican,5,0,2,0,0
Mostly True,"""And this would be the first year, if everything holds true, we will spend over $10 billion of our state budget on Medicaid out of the $28 billion budget.""",Caleb Rowden,Republican,1,0,2,2,0
True,"Says condoms ""used to be tax-exempt here in Texas.""",Donna Howard,Democrat,1,0,1,3,0
Mostly True,"The Obama administration said ""they were going to be able to drive folks away from one of the most expensive areas for the provision of health care, and that is the emergency rooms. In fact, they did just the opposite.""",Tom Price,Republican,2,3,6,5,0
False,"Carbon dioxide is not ""a primary contributor to the global warming that we see.""",Scott Pruitt,none,1,1,0,0,0
Mostly True,"""Cost of iPhone: $399
- Cost of healthcare for 1 year: $10,345
- Hearing @jasoninthehouse compare the 2 as if they are the same: priceless""",Gavin Newsom,Democrat,2,1,4,5,0
Mostly False,"""Wisconsin’s graduation rates have grown to over 90 percent"" since Tony Evers became state school superintendent.",Tony Evers,Democrat,7,5,2,4,1
Pants on Fire!,"Says he presented ""a balanced budget.""",Bruce Rauner,Republican,4,6,4,2,4
Mostly True,"The GOP health care plan gives ""$275 billion in tax breaks for the top 2 percent, people earning $250,000 a year or more.""",Bernie Sanders,Independent,21,15,32,46,0
No Flip,On filibusters for U.S. Supreme Court nominees.,Bill Nelson,Democrat,5,1,9,11,0
Pants on Fire!,"A photo shows ""Obama being dragged before a judge in handcuffs for wiretapping Trump.""",Bloggers,none,29,99,19,16,302
Mostly False,"Under the Affordable Care Act, ""some people were gaming the system"" by paying ""for nine months of insurance, get 12 -- the other three for free.""",Greg Walden,Republican,4,0,1,0,0
True,"""Florida is now the only state in the nation to tax commercial leases.""",Rick Scott,Republican,32,28,39,36,8
Half-True,"""We raised the minimum wage to $15 first in city government. Now, working together with people in Albany, it's the law of the state.""",Bill de Blasio,Democrat,1,0,1,1,0
True,"""Most U.S. foreign assistance ... is given to U.S. companies and nonprofits in the form of contracts and grants.""",Raj Shah,none,0,0,0,0,0
Mostly True,"""The son-in-law of the president met with Russian officials at the Trump Tower after having them come in the back door.""",Mark Pocan,Democrat,2,5,4,8,0
True,"Says HB2 has hurt North Carolina’s economy by ""one-tenth of 1 percent of our annual GDP.""",Dan Forest,Republican,0,1,0,0,1
Mostly True,"""Florida pays our teachers $10,000 a year less than the national average.""",Janet Cruz,Democrat,0,0,0,1,0
Mostly True,"""It's important to pay attention to the Russian spy drama, but let's not ignore the fact that the following (10) bills have been introduced"" in the House.",Social Media,none,1,0,0,1,2
Pants on Fire!,"Says Whoopi Goldberg said the widow of a Navy SEAL was ""looking for attention.""",UndergroundNewsReport.com,none,0,0,0,0,2
Pants on Fire!,"Says U.S. Sen. Ron Johnson ""threatens citizens with arrest if they continue asking for a town hall.""",Resistance Report,none,0,0,0,0,1
Pants on Fire!,"""Man pardoned by Obama three months ago arrested for murder.""",UndergroundNewsReport.com,none,0,0,0,0,2
Pants on Fire!,"Says former president Jimmy Carter said, ""Medical marijuana cured my cancer.""",Bloggers,none,29,99,19,16,302
True,"""I’ve given the religious schools in my budget more money than ever before in history.""",Andrew Cuomo,Democrat,5,3,5,2,0
Pants on Fire!,"""300,000 pounds of rat meat sold as chicken wings across America.""",Bloggers,none,29,99,19,16,302
Half-True,"""Since the passage of Proposition 47 by voters in 2014 and the signing of AB 109 in 2011, violent crime has been on the rise in California, up 12 percent in 2015 statewide according to the FBI.""",Jeff Stone,Republican,1,0,1,1,0
False,"""Everybody acts like President Trump is the one that came up with this idea. ... There are multiple news outlets that have reported"" former President Barack Obama ordered wiretapping on Trump.",Sarah Huckabee Sanders,none,0,4,0,1,1
True,"""Just last year, over 5,000 refugees came to New York state, and 94 percent settled outside of New York City.""",Sean Ryan,Democrat,0,0,0,0,0
Pants on Fire!,"""Trump’s Android device believed to be source of recent White House leaks.""",TheSeattleTribune.com,none,0,0,0,0,2
Half-True,"""Three of the 11 most violent cities in the U.S. are in Missouri — St. Louis, Kansas City, and Springfield.""",Eric Greitens,Republican,4,1,6,3,0
Mostly False,"Every dollar of foreign aid for agricultural research ""will bring $4 in trade with the countries and the United States ... generating employment back in the U.S.""",Shenggen Fan,none,1,0,0,0,0
Half-True,"Wisconsin children are crossing ""condemned bridges in the middle of the winter to get to the school bus.""",Kathleen Vinehout,none,2,1,2,3,0
Half-True,"""We've repealed regulations for the first time in 20 years using the Congressional Review Act -- three regulations that were going to cost the economy hundreds of millions of dollars and tens of thousands of jobs.""",Rand Paul,Republican,7,9,12,13,3
False,"""I’ve been on the Armed Services (Committee) for 10 years. No call or meeting w/ Russian ambassador. Ever.""",Claire McCaskill,Democrat,5,5,3,1,0
Mostly True,"""The various offices of state government have purchased more than $11 million in vehicles, not counting leases, for use from the Governor on down during the last two years.""",Susana Mendoza,none,0,0,0,0,0
Pants on Fire!,"Says White House adviser Steve Bannon said, ""Nobody can blame you for beating your wife if it’s out of love.""",Bloggers,none,29,99,19,16,302
Half-True,"Says the proposed Texas Privacy Act ""is very different from"" North Carolina’s law ""in that theirs covers a whole list of things that the Texas Privacy Act does not.""",Lois Kolkhorst,Republican,1,0,2,0,0
Pants on Fire!,"Says former NRA president Jim Porter said, ""It’s only a matter of time before we can own colored people again.""",BlackInsuranceNews.com,none,0,0,0,0,1
False,"Says ""people who come to"" their dissent actions ""get a ‘cease and desist’ letter"" from Ron Johnson's office.",Citizen Action of Wisconsin,none,0,1,0,0,0
Mostly True,"""Corporate entities are paying a lot less taxes this year than they have in the past. Part of that is from a loophole in a bill that was passed in 2015.""",Kip Kendrick,Democrat,0,0,1,1,0
False,"""Top Democrats refuse to stand for Gold Star widow.""",Bloggers,none,29,99,19,16,302
Half-True,"""The primary financing mechanism of the Affordable Care Act is a tax on wealthy people.""",Thomas Perez,Democrat,2,0,3,1,0
Mostly True,"Global poverty is down to ""less than 10% today from 37% in 1990.""",Boris Johnson,none,0,0,0,1,0
False,Says Travis County’s sheriff refuses to enforce 8 USC 1373.,Greg Abbott,Republican,12,8,9,10,6
Mostly True,"Says Scott Walker is proposing to add 485 employees ""in the category of supervisor and management"" to his Department of Administration.",Kathleen Vinehout,none,2,1,2,3,0
Pants on Fire!,"""Trump just gave every working, legal man, woman and child in the USA $612 each!""",Bloggers,none,29,99,19,16,302
Half-True,"""North Carolina's teacher income is rising faster than any other state.""",Tim Moore,Republican,1,0,2,1,0
True,"During his campaign for president, Donald Trump ""committed to honoring states' rights when it comes to marijuana legalization.""",Gavin Newsom,Democrat,2,1,4,5,0
False,"Political activists are ""being paid"" to protest members of Congress.",Louie Gohmert,Republican,2,7,1,0,1
False,"Inner-city students ""fall back and don’t succeed, whereas if there was a less intensive track, they would.""",John Eichelberger,Republican,0,1,0,0,0
False,"Says Tammy Baldwin ""wants to require children starting at age 5 to learn about gay sex!""",Restore American Freedom and Liberty,none,0,1,0,0,0
Mostly False,"Says ""Donald Trump wants to eliminate overtime pay for people.""",Thomas Perez,Democrat,2,0,3,1,0
Pants on Fire!,"""Starbucks just placed Trump’s photo on (the) floor so every customer (has) to step on it.""",Bloggers,none,29,99,19,16,302
Half-True,"""If you're in Texas, you have got to drive 120 miles to get an ID.""",Thomas Perez,Democrat,2,0,3,1,0
Mostly False,"""Obamacare covers 24 million fewer people than it was expected to, and the projected price tag has more than doubled at $2 trillion.""","Reps. Keith Rothfus, Mike Kelly and Bill Shuster",none,1,0,0,0,0
Mostly False,"""Over 200 of our 520 school districts did not have a single student in physics.""",Eric Greitens,Republican,4,1,6,3,0
Mostly True,"""Midland, Texas, now beats the San Francisco area in the percentage of jobs created by startups.""",Greg Abbott,Republican,12,8,9,10,6
Mostly True,"""Studies have shown Latinos are more than 40 percent less likely to call 911 when they have been a victim of a crime.""",Kamala Harris,Democrat,2,4,3,8,0
Pants on Fire!,"""Abortion providers like Planned Parenthood do little other than provide abortions.""",Sean Duffy,Republican,6,3,8,2,3
True,"""You can almost pinpoint half of the gun violence deaths to two or three specific sections in the city. They are just areas of devastation, economically and otherwise.""",Richard Durbin,Democrat,0,3,2,1,1
Mostly True,"""Local authorities in 43 states refused to honor more than 16,000 detainer requests from ICE from October 2013 to December 2015. Only in Alaska, Delaware, Hawaii, Maine, Montana, Vermont and Wyoming did local officials honor all requests, and detainers are relatively rare in those states.""",Steve Adler,Democrat,1,2,2,4,1
Pants on Fire!,"""Target to discontinue sale of Holy Bible.""",Bloggers,none,29,99,19,16,302
Pants on Fire!,"""Japanese whaling crew eaten alive by killer whales, 16 dead.""",Bloggers,none,29,99,19,16,302
False,"Says Michelle Obama ""said she was never proud of her country til they elected her husband POTUS.""",David A. Clarke Jr.,Activist,3,6,2,1,1
Mostly True,"There were ""50 percent more murders"" in Orlando and Orange County, Fla., last year ""than in all of Sweden.""",Carl Bildt,None,0,0,0,1,0
True,"""For every extra year a girl goes to school, her income goes up 12 percent.""",Bono,none,0,0,1,1,0
Pants on Fire!,"John Hagee calls for ""prosecuting women who say God’s name during intercourse.""",Bloggers,none,29,99,19,16,302
Half-True,"""This year, 97 Missouri counties have only one insurer participating in the Obamacare exchanges. Last year, every Missouri county had at least two insurance options. In addition, most Missourians will see an increase in their premiums, with some facing an increase upward of 40 percent""",Roy Blunt,Republican,2,2,2,2,1
