Steve Crisafulli,none,none
Charlie Crist,Democrat,Florida
Critics of water fluoridation,None,Florida
Mark Critz,Democrat,Pennsylvania
Thomas Croci,Republican,New York
Crossroads GPS,none,none
Michael M. Crow,none,none
Derrick Crowe,Democrat,Texas
James Crowley,Columnist,Rhode Island
Joseph Crowley,Democrat,New York
Candy Crowley,none,none
David Crowley,Democrat,Wisconsin
Myra Crownover,Republican,Texas
Melanie Crozier,none,none
Benjamin Crump,none,none
Mike Crute,none,none
Rafael Cruz,Republican,Texas
Janet Cruz,Democrat,Florida
Ted Cruz,Republican,Texas
Joseph Cryan,Democrat,New Jersey
Mark Cuban,None,Texas
Ken Cuccinelli,Republican,Virginia
Henry Cuellar,Democrat,Texas
John Culberson,none,none
Culinary Workers Union,Labor leader,Nevada
David Cullen,Democrat,Wisconsin
Elijah Cummings,Democrat,Maryland
Chris Cummiskey,None,Georgia
Joe Cunningham,Democrat,South Carolins
Sandra Cunningham,Democrat,New Jersey
Andrew Cuomo,Democrat,New York
Chris Cuomo,none,none
Lisa Cupid,Democrat,Georgia
S.E. Cupp,none,none
Carlos Curbelo,Republican,Florida
Kiki Curls,Democrat,Missouri
Leslie Curran,none,none
John Currie,Democrat,New Jersey
Lenny Curry,Republican,Florida
Tim Curtis,Democrat,Florida
Linda Curtis,Independent,Texas
Michael Cutler,none,none
Stephanie Cutter,Democrat,Massachusetts
Arthur Cyr,Columnist,Wisconsin
Dinesh D'Souza,None,California
DCCC,none,none
Roberto DaSilva,Democrat,Rhode Island
Clay Dafoe,none,none
NaHa Daily,none,none
Daily Caller,None,"Washington, D.C."
Daily Kos,none,none
Steve Daines,Republican,Montana
Bill Daley,none,none
Rebecca Dallet,none,none
Matt Damon,none,none
Dane County Republican Party,Republican,Wisconsin
Mitch Daniels,Republican,Indiana
Mark Daniels,None,Oregon
Marjorie Dannenfelser,none,none
Chris Danou,none,none
Alberta Darling,Republican,Wisconsin
Emma Darnell,Democrat,Georgia
Tom Daschle,none,none
Gerald Daugherty,Republican,Texas
The David Perdue Files,None,Georgia
Pam Davidson,Republican,Georgia
Artur Davis,Republican,Alabama
Wendy Davis,Democrat,Texas
Ron Davis,Democrat,Texas
Hillary Davis,Organization,Rhode Island
Paul Davis,Democrat,Kansas
"Joe Davis, Sr.",None,Wisconsin
Scott Dawson,none,none
Sharon Day,Republican,Florida
Mark Dayton,Democratic Farmer-Labor,Minnesota
Efrain De La Fuente,Democrat,Texas
Wayne DeAngelo,none,none
BettyLou DeCroce,none,none
Peter DeFazio,Democrat,Oregon
Joe DeFelice,Republican,Pennsylvania
Diana DeGette,none,none
Aaron DeGroot,Republican,Illinois 
DeKalb County,None,Georgia
Rosa DeLauro,Democrat,Connecticut
Tom DeLay,Republican,Texas
Samuel DeMaio,none,none
Jim DeMint,Republican,South Carolina
Nancy-Ann DeParle,none,none
John DePetro,Talk show host,Rhode Island
Ron DeSantis,Republican,Florida
Stephanie DeSilva,Democrat,Rhode Island
Betsy DeVos,none,none
Kevin DeWine,Republican,Ohio
Mike DeWine,Republican,Ohio
Jeff DeWit,none,none
Steve Deace,none,none
Colleen Deacon,Democrat,New York
Deadspin,none,none
Nathan Deal,none,none
Howard Dean,Democrat,Vermont
Deepwater Wind,none,none
Brian Deese,none,none
Defend Arizona,none,none
Defenders of Wildlife Action Fund,none,none
Defending Main Street,none,none
Defending Main Street,none,none
Children's Defense Fund-Texas,None,Texas
Woody Degan,Republican,Tennessee
Kai Degner,Democrat,Virginia
John Delaney,none,none
Delaware Health and Social Services,none,none
Antonio Delgado,Democrat,New York
Val Demings,Democrat,Florida
Democracy for America,none,none
Democratic Congressional Campaign Committee,none,none
Democratic Congressional Campaign Committee Logo ,none,none
Democratic Governors Association,none,none
"Democratic Hispanic Caucus, Miami-Dade Chapter",Democrat,Florida
Democratic National Committee,none,none
Nevada State Democratic Party,Democrat,Nevada
Maine Democratic Party,none,none
Arizona Democratic Party,none,none
Democratic Party of Georgia,none,none
Democratic Party of Oregon,Democrat,Oregon
Democratic Party of Virginia,Democrat,Virginia
Democratic Party of Wisconsin,Democrat,Wisconsin
Democratic Senatorial Campaign Committee,none,none
Democratic candidates for Wisconsin governor,none,none
Democratic congressional leadership,none,none
DemocraticMoms.com,none,none
Winning Democrats,Democrat,N/A
Justice Democrats,none,none
Democrats Rising,none,none
Michael Denbrow,Democrat,Oregon
Jeff Denham,Republican,California
Diane Denish,Democrat,New Mexico
Elizabeth Dennigan,Democrat,Rhode Island
John Dennis,Republican,California
Nancy Denuccio,Newsmaker,Rhode Island
Georgia Department of Transportation,Organization,Georgia
Lynne Derbyshire,Newsmaker,Rhode Island
Ron Dermer,none,none
Mike Derrick,Democrat,New York
Alan Dershowitz,None,Massachusetts
Scott DesJarlais,Republican,Tennessee
"Joseph ""Joe"" Deshotel",Democrat,Texas
Ken Detzner,Republican,Florida
Robert Deuell,Republican,Texas
Ted Deutch,Democrat,Florida
Donny Deutsch,none,none
Chris Devaney,Republican,Tennessee
William Devereaux,None,Rhode Island
Richard Devlin,Democrat,Oregon
Suzanne Devlin,None,Oregon
David Dewhurst,Republican,Texas
Robert DiMuccio,Newsmaker,Rhode Island
Diamond and Silk,none,none
Miguel Diaz de la Portilla,Republican,Florida
Mario Diaz-Balart,Republican,Florida
Jose Diaz-Balart,none,none
Jeff Dickerson,None,Georgia
Sheri Dillon,none,none
Marina Dimitrijevic,none,none
Jackie Dingfelder,none,none
Direct Action for Rights & Equality,Organization,Rhode Island
Distilled Spirits Council of the United States,Organization,"Washington, D.C."
USF Divest,Organization,Florida
Lou Dobbs,none,none
James Dobson,none,none
Paula Dockery,Republican,Florida
Doctors for a Healthy Georgia,none,none
Chris Dodd,Democrat,Connecticut
Steve Doell,Newsmaker,Oregon
Lloyd Doggett,Democrat,Texas
Michael Doherty,none,none
Brendan Doherty,Republican,Rhode Island
Timothy Dolan,None,New York
Robert Dold,Republican,Illinois
Bob Dold,Republican,Illinois
Creflo Dollar,None,Georgia 
Don't Let Florida Go To Pot,none,none
Joe Donald,none,none
Joe Donnelly,Democrat,Indiana
Bob Donovan,None,Wisconsin
Chuck Donovan,Libertarian,Georgia
Shaun Donovan,Democrat,New York
Steve Doocy,Journalist,New York
David Dooley,State official,Rhode Island
Debbie Dooley,Tea Party member,Georgia
Doonesbury,none,none
Chris Dorworth,Republican,Florida
Paul Doughty,Labor leader,Rhode Island
Paul Doughty,Labor leader,Rhode Island
Diane Douglas,none,none
Ross Douthat,none,none
Mike Dovilla,Republican,Ohio
Matthew Dowd,Independent,Texas
Maureen Dowd,None,New York
Kevin Downing,None,"Washington, D.C."
Ryan Downton,Republican,Texas
Ed Doyle,Activist,Rhode Island
Patti Doyle,Organization,Rhode Island
Jim Doyle,Democrat,Wisconsin
Dream Defenders,None,Florida
Mark Drewniak,Republican,New Jersey
John Driscoll,Republican,New Jersey
Protect Oregon Driver Licenses,Organization,Oregon
Drudge Report,none,none
Drug Free America,none,none
Drug Policy Alliance,None,Washington D.C.
Barry DuVal,Organization,Virginia
Doug Ducey,Republican,Arizona
Tammy Duckworth ,Democrat,Illinois
Mike Dudgeon,Republican,Georgia
Chris Dudley,Republican,Oregon
Duffel Blog,none,none
Sean Duffy,Republican,Wisconsin
Robert Duffy,Democrat,New York
Dawnna Dukes,Democrat,Texas
Arne Duncan,Democrat,Illinois
John Duncan,Republican,Tennessee
Jeff Duncan,Republican,South Carolina
Richard Durbin,Democrat,Illinois
James Durkan,Republican,Tennessee
Jim Durrett,none,none
Jana Duty,Republican,Texas
Andy Duyck,None,Oregon
Michael Eric Dyson,none,none
D’Banj,none,none
ECONorthwest,Organization,Oregon
EMILY's List,none,none
ESPN,None,Georgia
Ainsley Earhardt,None,New York
Ronnie Earle,Democrat,Texas
Josh Earnest,none,none
Dale Earnhardt Jr.,none,none
Brian D. Earp,none,none
Delaine Eastin,Democrat,California
Donald Eastman,none,none
Clint Eastwood,none,none
John Eaves,Democrat,Georgia
Tim Echols,Republican,Georgia
Sarah Eckhardt,Democrat,Texas
Eco News ,none,none
Michael Edmondson,Democrat,Georgia
Education Action Group,Organization,Michigan
John Bel Edwards,Democrat,Louisiana
Russell Edwards,Democrat,Georgia
Donna Edwards,Democrat,Maryland
John Edwards,Democrat,North Carolina
Bill Edwards,Democrat,Georgia
John G. Edwards,Democrat,Rhode Island
Katie Edwards,Democrat,Florida
Chet Edwards,Democrat,Texas
Laurence Ehrhardt,Republican,Rhode Island
Jessica Ehrlich,Democrat,Florida
John Eichelberger,Republican,Pennsylvania
Eric Eikenberg,Republican,Florida
Norm Eisen,none,none
Eric Eisnaugle,Republican,Florida
Rob Eissler,Republican,Texas
Tariq El-Shabazz,none,none
Larry Elder,none,none
Bruce Elfant,Democrat,Texas
Einer Elhauge,Columnist,Massachusetts
Politics Elite Trump,none,none
John Elkhay,Newsmaker,Rhode Island
Elle,none,none
Ryan Eller,none,none
Burrell Ellis,Democrat,Georgia
Michael Ellis,Republican,Wisconsin
Rodney Ellis,Democrat,Texas
Keith Ellison,Democrat,Minnesota
Renee Ellmers,Republican,North Carolina
Brad Ellsworth,Democrat,Indiana
Monk Elmer,Democrat,Wisconsin
Jorge Elorza,Democrat,Rhode Island
Ezekiel Emanuel,none,none
Rahm Emanuel,Democrat,Illinois
Emergency Committee for Israel,None,"Washington, D.C."
Steven Emerson,None,"Washington, D.C."
Ed Emery,Republican,Missouri
Mark Emmert,none,none
EmpireSports.co,none,none
Empower Texans,None,Texas
EmpowerED Georgia,None,Georgia
End Citizens United,none,none
Ending Spending Action Fund,none,none
EnergyCitizens.org,none,none
Juda Engelmayer,None,Georgia
David Englin,Democrat,Virginia
Charley English,None,Georgia
"Enough Already Wisconsin, Inc.",none,none
Enterprise Florida,Organization,Florida
Environment New Jersey,None,New Jersey
Environmental Defense Fund Action,none,none
Environmental Justice League of R.I,none,none
Environmental Protection Agency,None,"Washington, D.C."
Mike Enzi,Republican,Wyoming
Erick Erickson,none,none
Joni Ernst,Republican,Iowa
Jon Erpenbach,Democrat,Wisconsin
Veronica Escobar,Democrat,Texas
Paul Espinosa,Republican,West Virginia
Esquire magazine,none,none
Sal Esquivel,Republican,Oregon
Alan Essig,None,Georgia
Stacey Evans,Democrat,Georgia
Jean Evans,Republican,Missouri
"L.C. ""Buster"" Evans",None,Georgia
Evening World,none,none
Tony Evers,Democrat,Wisconsin
Everyday Devotional,none,none
Everytown for Gun Safety,none,none
U.S. Dairy Export Council,none,none
NY FOX News,none,none
Keith Faber,Republican,Ohio
Tony Fabrizio,Republican,Florida
Facebook posts,none,none
Fact Check Florida,Democrat,Florida
Shemia Fagan,Democrat,Oregon
Frank Fahrenkopf,none,none
Patricia Fahy,Democrat,New York
Fair Districts Florida,Organization,Florida
Jack Falanagan,Republican,New Hampshire
Kathleen Falk,none,none
Roger Falk,None,Texas
Brian Fallon,none,none
Ed Fallone,none,none
Jerry Falwell Jr.,None,Virginia
Family Forward Oregon,none,none
Shenggen Fan,none,none
Dan Fanelli,Republican,Florida
Tom Fanning,none,none
Blake Farenthold,Republican,Texas
Patricia Farley,Democrat,Florida
Chele Farley,Republican,New York
State Farm Insurance,none,none
Southwest Farm Press,None,Texas
Gary Farmer,Democrat,Florida
Duriya Farooqui,None,Georgia
Paul Farrow,none,none
Ronan Farrow,none,none
Mike Fasano,Republican,Florida 
John Faso,Republican,New York
John Faulk,Republican,Texas
Marshall Faulk,none,none
Harris Faulkner,none,none
Federal Transit Administration,none,none
Federation for American Immigration Reform,none,none
Teresa Fedor,Democrat,Ohio
Larry Fedora,None,North Carolina
Eric Fehrnstrom,Republican,Massachusetts
Peter Feigin,none,none
Evan Feinberg,Activist,"Washington, D.C."
Russ Feingold,Democrat,Wisconsin
Dianne Feinstein,Democrat,California
Jose Felix Diaz,Republican,Florida
Fellowship of the Minds,none,none
Feministing,None,California
Lorraine Fende,Democrat,Ohio
Ben Ferguson,none,none
Drew Ferguson,Republican,Georgia
Rose Ferlita,none,none
Joseph Fernandez,Democrat,Rhode Island
Maurice Ferre,Democrat,Florida
Ted Ferrioli,Republican,Oregon
Richard Ferruccio,Newsmaker,Rhode Island
Kendra Fershee,Democrat,West Virginia
John Fetterman,Democrat,PA - Pennsylvania
Joshua Feuerstein,none,none
Fidelis,none,none
Fight for the Future,none,none
Eileen Filler-Corn,Democrat,Virginia
Mallard Fillmore,none,none
Tim Finchem,None,Florida
Stephen Fincher,Republican,Tennessee
Howard Fineman,none,none
Linda Finn,Democrat,Rhode Island
E.J. Finocchio,Newsmaker,Rhode Island
Heather Fiorentino,Republican,Florida
Carly Fiorina,Republican,California
America First,none,none
Good Jobs First,none,none
Bill Fischer,Newsmaker,Rhode Island
Bryan Fischer,none,none
Jenna Fischer,None,California
Huey Rey Fischer,Democrat,Texas
Nick Fish,None,Oregon
Lee Fisher,Democrat,Ohio
Ed FitzGerald,Democrat,Ohio
Jeff Fitzgerald,Republican,Wisconsin
Scott Fitzgerald,Republican,Wisconsin
Hugh Fitzsimons,Democrat,Texas
Fix Austin Schools,none,none
Jeff Flake,Republican,Arizona
John Flanagan,Republican,New York
Robert Flanders,State official,Rhode Island
Jimmy Flannigan,None,Texas
Flash 24 Daily,none,none
Chuck Fleischmann,Republican,Tennessee
John Fleming,Republican,Louisiana
Charlie Flemming,None,Georgia
Lizzie Pannill Fletcher,Democrat,Texas
Lizzie Pannill Fletcher,Democrat,Texas
Lizzie Pannill Fletcher,Democrat,Texas
George Flinn,Republican,Tennessee
Lucy Flores,Democrat,Nevada
Anitere Flores,Republican,Florida
Bill Flores,Republican,Texas
Seamless Florida,None,Florida
For Our Future Florida,None,Florida
Florida Badass Teachers Association,None,Florida
Florida Chamber of Commerce,None,Florida
Florida Conference of Catholic Bishops,None,Florida
Florida Conservation Alliance,None,Florida
Florida Consumer Action Network,None,Florida
Florida Democratic Legislative Campaign Committee,Democrat,Florida
Florida Democratic Party,Democrat,Florida
Florida Democrats,Organization,Florida
Florida Democrats,Organization,Florida
Florida Department of Corrections worker,None,Florida
Florida Education Association,None,Florida
Florida First Initiative,None,Florida
Florida First Project,Republican,Florida
Florida Grown,Republican,Florida
Florida Hometown Democracy,None,Florida
Florida Immigrant Coalition,None,Florida
Florida News Flash,none,none
Florida Police Benevolent Association,None,Florida
Florida Stop Common Core Coalition,None,Florida
Florida Strong,None,Florida
Florida Students for Concealed Carry,Organization,Florida
Florida Supreme Court,none,none
Florida Wildlife Federation,None,Florida
Florida for All,None,Florida
Florida voter,None,Florida
Floridians for Ethics and Truth in Politics,Republican,Florida
Floridians for Solar Choice,None,Florida
James Florio,Democrat,New Jersey
Matt Flynn,none,none
Kevin Flynn,State official,Rhode Island
Michael Flynn,none,none
Dan Flynn,Republican,Texas
Edward Flynn,none,none
Focus on the Family Action,none,none
Mike Foley,Democrat,Ohio
Elizabeth Foley,None,Florida
Curtis Foltz,none,none
Food & Water Watch,none,none
World Food Program,none,none
For Our Daughters RI,Organization,Rhode Island
For Our Future PAC,none,none
ForAmerica,none,none
Randy Forbes,Republican,Virginia
Steve Forbes,none,none
Forbes blog,none,none
Mike Ford,None,Texas
Kathleen Ford,Democrat,Florida
Harold Ford Jr.,none,none
Forecast the Facts,none,none
Dan Forest,Republican,North Carolina
Rana Foroohar,none,none
Erin Forrest,none,none
Vincent Fort,Democrat,Georgia
Mike Fortner,Republican,Illinois
Equity Forward,none,none
Majority Forward,none,none
Travis Forward,None,Texas
Bill Foster,Republican,Florida
Arian Foster,none,none
Public Interest Legal Foundation,none,none
Foundation for Florida's Future,Republican,Florida
Foundation for a Secure and Prosperous America,none,none
Ron Fournier,none,none
Josh Fox,none,none
Fox News Channel,none,none
Virginia Foxx,Republican,North Carolina
Jim Francesconi,None,Oregon
Charles Francis,Democrat,North Carolina
Don Francis,none,none
Raymond Frank,Republican,Texas
Barney Frank,Democrat,Massachusetts
Lois Frankel,Democrat,Florida
Al Franken,Democrat,Minnesota
Shirley Franklin,Democrat,Georgia
Richard Franklin III,Democrat,Texas
Trent Franks,Republican,Arizona
Troy Fraser,Republican,Texas
Ryan Frazier,Republican,Colorado 
John Fredericks,Talk show host,Virginia
Free Market Florida,None,Florida
Janet Freedman,State official,Rhode Island
Freedom Daily,none,none
Freedom Defense Advocates,none,none
Freedom From Religion Foundation,none,none
Freedom PAC,Republican,Florida
Freedom Partners,None,Virginia
Freedom Partners Action Fund,none,none
Freedom and Responsibility PAC,Organization,Oregon
FreedomCrossroads.us,none,none
FreedomJunkshun.com,none,none
FreedomWorks,none,none
Ellen Freidin,Newsmaker,Florida
Tina Freitas,Republican,Virginia
Rodney Frelinghuysen,none,none
David French,None,New York
Fresh Start PA,Democrat,Pennsylvania
Freshmedianews.com,none,none
Steven Frias,Republican,Rhode Island
Kinky Friedman,Democrat,Texas
Friends of Clearwater PAC,none,none
Friends of Democracy,none,none
Friends of Greenlight,none,none
Friends of India Point Park,Organization,Rhode Island
Friends of Miami First,None,Florida
Friends of Plum Beach Lighthouse,Organization,Rhode Island
Friends of Voter Owned Elections,None,Oregon
Amanda Fritz,none,none
Martin Frost,Democrat,Texas
David Frum,none,none
Marcia Fudge,Democrat,Ohio
Grover Fugate,State official,Rhode Island
Russ Fulcher,Republican,Idaho
Fulton County Government,none,none
Austin Fund for Quality Healthcare,None,Texas
Allan Fung,Republican,Rhode Island
Funny Or Die,none,none
David Furhman,None,Georgia
Future PAC (Oregon House Democrats),Democrat,Oregon
Future45,none,none
Tulsi Gabbard,Democrat,Hawaii
Don Gaetz,Republican,Florida
Matt Gaetz,Republican,Florida
Eva Galambos,none,none
Mike Gallagher,none,none
Ruben Gallego,Democrat,Arizona
Pete Gallego,Democrat,Texas
Mario Gallegos,Democrat,Texas
Raymond Gallison,Democrat,Rhode Island
Patrick Gallivan,Republican,New York
Sheri Gallo,None,Texas
Scott Galloway,none,none
Bill Galvano,Republican,Florida
Tom Ganley,Republican,Ohio
Kathie Gannon,Democrat,Georgia
John Garamendi,Democrat,California
Sylvia Garcia,Democrat,Texas
Joe Garcia,Democrat,Florida
Rene Garcia,Republican,Florida
Luis Garcia,Democrat,Florida
Adrian Garcia,Democrat,Texas
Marilinda Garcia,Republican,New Hampshire
Michael J. Gardiner,Republican,Rhode Island
Andy Gardiner,Republican,Florida
Cory Gardner,Republican,Colorado
Merrick Garland,Democrat,Illinois
Barry Garner,none,none
Joan Garner,Democrat,Georgia
Donna Garner,Republican,Texas
Herb Garrett,None,Georgia
Major Garrett,none,none
Scott Garrett,Republican,New Jersey
Thomas Garrett Jr.,Republican,Virginia
Ed Garvey,Democrat,Wisconsin
Delia Garza,None,Texas
Bill Gates,none,none
Robert Gates,none,none
The Gateway Pundit,none,none
Ted Gatsas,Republican,New Hampshire
Larry Gause,none,none
Jennette Gayer,none,none
Greenville Gazette,None,Unknown
Dan Gecker,Democrat,Virginia
E. Gordon Gee,None,Ohio
E. Gordon Gee,None,Ohio
Mark Geist,none,none
Timothy Geithner,none,none
Dan Gelber,Democrat,Florida
Pamela Geller,Activist,New York
Anthony Gemma,Democrat,Rhode Island
Generation Forward PAC,none,none
Generation Opportunity,None,Virginia
Gary George,Democrat,Wisconsin
Georgia Association of Homes and Services for Children,none,none
Georgia Association of Latino Elected Officials,none,none
Georgia Democrats,Democrat,Georgia
Georgia Department of Economic Development,none,none
Georgia Department of Public Health,none,none
Georgia Department of Transportation,none,none
Georgia Family Council,none,none
Georgia Farm Bureau,Organization,Georgia
Georgia Green Party,none,none
Georgia Gun Owners,none,none
Georgia House Democratic Caucus on behalf of Elena Parent,none,none
Georgia Lottery,none,none
Georgia Restaurant Association,Organization,Georgia
Georgia State Road and Tollway Authority,none,none
Georgia Voice,none,none
Georgia politicians ,none,none
Georgia state senators,None,Georgia
GeorgiaCarry.org,none,none
Georgians for Bernie Sanders for President,Democrat,Georgia 
Ron Gerberry,Democrat,Ohio
Charlie Geren,Republican,Texas
Get EQUAL Texas,None,Texas
Marie Ghazal,Newsmaker,Rhode Island
Teresa Ghilarducci,None,New York
Joel Giambra,Republican,New York
Alexi Giannoulias,Democrat,Illinois
Mike Gibbons,Republican,Ohio
Joe Gibbons,Democrat,Florida
Robert Gibbs,none,none
Bob Gibbs,Republican,Ohio
Hogan Gidley,none,none
Gabrielle Giffords,Democrat,Arizona
Giffords,none,none
Christine Gilbert,Democrat,Texas
Hank Gilbert,Democrat,Texas
Nia Gill,Democrat,New Jersey
David Gill,Democrat,Illinois
Ed Gillespie,Republican,"Washington, D.C."
Nick Gillespie,None,"Washington, D.C."
Kirsten Gillibrand,Democrat,New York
Andrew Gillum,Democrat,Florida
Jim Gilmore,Republican,Virginia 
Carlos Gimenez,Republican,Florida
Phil Gingrey,Republican,Georgia
Newt Gingrich,Republican,Georgia
Callista Gingrich,Republican,Georgia
Gingrich 2 Gingrich,Republican,Georgia
Ruth Bader Ginsburg,none,none
Russ Girling,none,none
Deborah Gist,State official,Rhode Island
Rudy Giuliani,Republican,New York
Kathie Glass,Libertarian,Texas
Rob Gleason,Republican,Pennsylvania
Glee,none,none
Darryl Glenn ,Republican,Colorado 
Deborah Glick,Democrat,New York
Helen Glover,Talk show host,Rhode Island
Louie Gohmert,Republican,Texas
Jonah Goldberg,None,"Washington, D.C."
Whoopi Goldberg,Talk show host,New York 
Martin Golden,Republican,New York
Steven Goldstein,none,none
Rich Golick,Republican,Georgia
Margaret Gomez,Democrat,Texas
Javier M. Gonzales,Democrat,New Mexico
Larry Gonzales,Republican,Texas
Jason Gonzales ,none,none
Charlie Gonzalez,Democrat,Texas
Jerry Gonzalez,None,Georgia
Mary González,Democrat,Texas
Roger Goodell,none,none
Bob Goodlatte,Republican,Virginia
Anne Goodman,None,Ohio
Doris Kearns Goodwin,None,Massachusetts
Austan Goolsbee,Democrat,Illinois
Vin Gopal,Democrat,New Jersey
Nancy Gordeuk,None,Georgia
Robert Gordon,Democrat,New Jersey
Al Gore,Democrat,Tennessee
Helen Goreham,Republican,Georgia
Steve Goreham,Activist,Illinois
Nicholas Gorham,Republican,Rhode Island
Sebastian Gorka,Republican,"Washington, D.C."
Terry Gorman,Newsmaker,Rhode Island
Neil Gorsuch,None,Colorado
Neil Gorsuch ,None,Colorado
Terry Gou,none,none
Celine Gounder,None,New York
Government is Not God PAC,none,none
Trey Gowdy,Republican,South Carolina
Jay Goyal,Democrat,Ohio
Evan Goyke,Democrat,Wisconsin
Nancy Grace,none,none
Daniel Grace,Labor leader,Pennsylvania
Tom Grady,Republican,Florida
Lindsey Graham,Republican,South Carolina
Franklin Graham,none,none
Jack Graham,Republican,Colorado
Bob Graham,Democrat,Florida
Gwen Graham,Democrat,Florida
Jeff Graham,none,none
LZ Granderson,none,none
Jennifer Granholm,Democrat,Michigan
Betty Jean Grant,Democrat,New York
Chris Grant,Republican,New York
Rose Mary Grant,Activist,Rhode Island
Chuck Grassley,Republican,Iowa
Mike Gravel,Libertarian,Alaska
Tom Graves,none,none
H. Ford Gravitt,None,Georgia
Eric Gray,Democrat,Georgia
Alan Grayson,Democrat,Florida
 Great America Alliance,none,none
Great America PAC,none,none
Greater Wisconsin Committee,None,Wisconsin
Dick Greco,none,none
Ja'Mal Green,none,none
Rick Green,none,none
Gene Green,Democrat,Texas
Jeff Greene,Democrat,Florida
Daniel Greenfield,none,none
Jeff Greenfield,none,none
Lou Greenwald,Democrat,New Jersey
Glenn Greenwald,none,none
Jim Greer,Republican,Florida
Judd Gregg,none,none
Chris Gregoire,Democrat,Washington
David Gregory,None,"Washington, D.C."
Wilton Gregory,None,Georgia
Eric Greitens,Republican,Missouri
Tim Grendell,Republican,Ohio
Dolores Gresham,Republican,Tennessee
Tim Griffin,Republican,Arkansas
Dave Griffith,Republican,Missouri
Morgan Griffith,Republican,Virginia
Denise Grimsley,Republican,Florida
Police Chief Billy Grogan,None,Georgia
Andy Gronik,none,none
Cheryl Grossman,Republican,Ohio
Glenn Grothman,Republican,Wisconsin
Heidi Group,None,Texas
Jeffrey Grybowski,Business leader,Rhode Island
Kim Guadagno,none,none
Coast Guard,none,none
Georgia Craft Brewers Guild ,None,Georgia 
Kimberly Guilfoyle,none,none
Carlos Guillermo Smith,Democrat,Florida
Frank Guinta,Republican,New Hampshire
Bryant Gumbel,None,New York
Gun Free UT Gun Free UT,None,Texas
Gun Owners of America,None,Virginia
Reed Gusciora,Democrat,New Jersey
Greg Gutfeld,none,none
Luis Gutierrez,Democrat,Illinois
Alfredo Gutierrez,Democrat,Arizona
Roland Gutierrez,Democrat,Texas
H204TEXAS PAC,none,none
 HUD,none,none
Jason Haas,None,Wisconsin
Lori Haas,Activist,"Virginia director, Coalition to Stop Gun Violence"
Habitat for Humanity of Broward,None,Florida
Bob Hackworth,None,Florida
Ken Hagan,Republican,Florida
Robert Hagan,Democrat,Ohio
Kay Hagan,Democrat,North Carolina
Chuck Hagel,Republican,Nebraska
Janice Hahn,Democrat,California
Brad Halbrook,none,none
Charlie Hales,None,Oregon
Nikki Haley,Republican,South Carolina
HalfwayPost.com,none,none
Beverly Hall,none,none
Ralph Hall,Republican,Texas
Tammy Hall,none,none
Ben Hall,Democrat,Texas
Wallace Hall,Republican,Texas
Duane Hall,Democrat,North Carolina
Bob Hall,Republican,Texas
David Hallock,Democrat,Virginia
Christine Hallquist,Democrat,Vermont
Debbie Halvorson,Democrat,Illinois
John Hambrick,Republican,Nevada
Gail Hambrick,Democrat,Georgia
Lisa Hamler-Fugitt,None,Ohio
Marion Hammer,None,Florida
Bill Hammond,Republican,Texas
Amy Hanauer,None,Ohio
Catherine Hanaway,Republican,Missouri
Karen Handel,none,none
Amy Handlin,Republican,New Jersey
Chris Hani Baragwanath Hospital,none,none
David Hankerson,None,Georgia
Bruce Hanna,Republican,Oregon
Jack Hanna,None,Ohio
Sean Hannity,none,none
Dave Hansen,Democrat,Wisconsin
Susan Happ,Democrat,Wisconsin
Rick Hardcastle,Republican,Texas
Eric Hargan,none,none
Mike Haridopolos,Republican,Florida
Tom Harkin,Democrat,Iowa
Jane Harman,Democrat,California
Erika Harold,none,none
Baker Harrell,None,Texas
Karen Harrington,Republican,Florida
Mark Harris,Democrat,Wisconsin
Jonathan Harris,Activist,Rhode Island
Kamala Harris,Democrat,California
Mark Harris,Democrat,Wisconsin
Pricey Harrison,Democrat,North Carolina
Daniel Harrop,Republican,Rhode Island
Sheila Harsdorf,Republican,Wisconsin
Thom Hartmann,none,none
Vicky Hartzler,Republican,Missouri
Beth Harwell,Republican,Tennessee
Mike Hashimoto,None,Texas
Bill Haslam,Republican,Tennessee
Adam Hasner,Republican,Florida
Mark Hass,Democrat,Oregon
Maggie Hassan,Democrat,New Hampshire
Elisabeth Hasselbeck,none,none
Scott Hassett,Democrat,Wisconsin
Dennis Hastert,none,none
Alcee Hastings,Democrat,Florida
Orrin Hatch,Republican,Utah
Anne Hathaway,none,none
Liz Hausmann,Republican,Georgia
Josh Hawley,Republican,Missouri
Michael Hayden,none,none
Ron Hayduk,Activist,New York
Stephen Hayes,none,none
Robin Hayes,Republican,North Carolina
Chris Hayes,none,none
Alan Hays,Republican,Florida
J.D. Hayworth,Republican,Arizona
The Global Headlines,none,none
Robert Healey,Independent,Rhode Island
Health Care for America Now,None,"Washington, D.C."
Health First Wisconsin,Organization,Wisconsin
"Healthy Kids, Healthy Portland",none,none
John Heard,Republican,Georgia
Carl Heastie,Democrat,New York
Corey Hebert,none,none
Joe Heck,Republican,Nevada
Talmadge Heflin,Republican,Texas
Glenn Hegar,Republican,Texas
M.J. Hegar,Democrat,Texas
Dan Hegeman,Republican,Missouri
Pete Hegseth,Republican,Minnesota
Heidi Heilman,Activist,Massachusetts
Heineken,none,none
Martin Heinrich,Democrat,New Mexico
Heidi Heitkamp,Democrat,North Dakota
Bill Heller,none,none
Mac Heller,none,none
